SteamId,Username,Time
76561199126724675,ZOMAN,46.7668685913086
76561198896246339,RoundNzt,47.2028617858887
76561198104372256,[ZET] Jakie,47.233154296875
76561198851912263,Lexer,47.2973289489746
76561198253679880,PandaMane,47.3069915771484
76561198050792757,justMaki,47.3698387145996
76561199529259554,Pants,47.4016571044922
76561198865432343,MackCheesy,47.5332641601563
76561198047403251,St Nicholas,47.6207656860352
76561198159073318,GuAlexItar,47.8378067016602
76561197991251753,Mortishade,47.8615837097168
76561198438442547,palfly,47.9092864990234
76561198205579857,Linzi,47.9423675537109
76561198133108029,Thalonius,47.9530868530273
76561198008859132,Lazy_Echidna,48.017936706543
76561199187327002,Tommygaming5132,48.0350761413574
76561197980151170,Shadynook,48.0379295349121
76561198091849339,Hi Im Yolo,48.2260780334473
76561198027169155,DeiRex,48.2999496459961
76561198076209946,maskeddog,48.3745040893555
76561197963702040,Chinpokomon,48.5228576660156
76561198169339323,Lamp,48.5709686279297
76561198932043314,Metalted,48.6081161499023
76561198245799392,Bram2323,48.6183929443359
76561197978703963,deadlleg,48.7193069458008
76561198031919228,Akane,48.8066902160645
76561197996376845,Arder,48.8260040283203
76561198041162028,taigtasche,48.9662895202637
76561198846673916,Matic_D,49.1214065551758
76561199156946272,gatlinggun511,49.4122428894043
76561198102778062,mrmister39,49.4435234069824
76561198024022805,Kroete,49.4645652770996
76561198046718407,kotosy,49.6315803527832
76561198314583077,OLR94,49.7770385742188
76561198399533631,tGug,49.9680328369141
76561197994858603,Mr. B,50.195858001709
76561198102906572,lucanakin,50.3890533447266
76561199172614794,Brendan57Reed_,50.6671600341797
76561199756332058,GoBigGoHotWheels,50.7144088745117
76561199028396675,l0nlyyyy,51.0407333374023
76561199054142434,xanderprime1989,51.0482940673828
76561198086388149,TheTavuk,51.2834205627441
76561198085817980,ezterry,51.774585723877
76561198879440394,savagebros75,52.1182060241699
76561199347921777,Mima01a,52.709171295166
76561198089669599,Mikemk,53.1902847290039
76561199813590182,Kalinka,55.96630859375
