SteamId,Username,Time
76561198052077385,schmxrg,37.116081237793
76561198865432343,MackCheesy,37.4326133728027
76561198178190613,magical,37.5088806152344
76561199173536675,[CTR]OwlPlague,37.6817321777344
76561198047403251,St Nicholas,37.7782554626465
76561198161379363,[CTR]Cbad Cruiser,38.2586364746094
76561198161571477,Zachafinackus,38.3907165527344
76561198210248213,CodeingerCat,38.4761352539063
76561198109773525,An Actual Dog,38.6932640075684
76561198369128224,rose,38.9081001281738
76561198254225926,Achmetha0626,39.447811126709
76561198399646923,yamcakes,39.5408668518066
76561199013714548,Chapin,39.7395935058594
76561198071556725,gameface,40.5781211853027
76561197999607109,jjwoznia,40.6168899536133
76561198211431395,WICK,41.0193138122559
76561198144551155,Termite,49.2334632873535
