SteamId,Username,Time
76561198050792757,justMaki,44.9828033447266
76561198851912263,Lexer,45.002815246582
76561198430273427,Redstony,45.0238609313965
76561198253679880,PandaMane,45.1357421875
76561198865432343,MackCheesy,45.1684646606445
76561198205579857,Linzi,45.2122802734375
76561198091849339,Hi Im Yolo,45.3529777526855
76561198314320065,DeeDeeNaNaNa,45.4068870544434
76561198299114586,gilgool,45.4103050231934
76561198082490487,M4rv,45.4162902832031
76561198359568548,Kodiak,45.479175567627
76561199187327002,Tommygaming,45.4852333068848
76561198454611931,376,45.5598945617676
76561199109206781,ping,45.5655708312988
76561197980151170,Shadynook,45.6318702697754
76561197989028539,Diabler,45.7029800415039
76561198047403251,St Nicholas,45.8106994628906
76561198932043314,Metalted,45.9938888549805
76561198083300332,K410K3N,46.0430335998535
76561198846673916,Matic_D,46.057430267334
76561198076209946,maskeddog,46.0625343322754
76561199129302746,brrryy,46.068473815918
76561198149852056,[NoMercy] Vobeel,46.1048278808594
76561198855781617,MMXD18,46.173698425293
76561199186342067,PlusMicron,46.2378349304199
76561199112560691,BaasBallas,46.2640914916992
76561198842622746,Beans,46.339241027832
76561198096236961,koz,46.4361686706543
76561198131756122,FINSTER83,46.5048751831055
76561199602234412,MetalCJ,46.5283241271973
76561197996376845,Arder,46.5548629760742
76561198027169155,DeiRex,46.6590728759766
76561198126038296,Noxitu,46.6864776611328
76561198031026580,Wotterbytes,46.7329750061035
76561198428660617,BB_Benji,46.7431488037109
76561199183419126,LPDTKTrIcKz,46.8038749694824
76561198076411436,StonyBaboon,47.1197776794434
76561199097164845,Chrysler,47.1276092529297
76561197960306021,reddi,47.2453536987305
76561199378866302,Ploddip,47.2518005371094
76561198046718407,kotosy,47.2977142333984
76561197963171830,ttv.UnicomTV,47.5979652404785
76561198118195123,GandalfSyrup,47.7654800415039
76561199152921323,Babup,47.8467674255371
76561198064403078,Kohlebrikett,47.9358673095703
76561198117319744,Letsche,48.1130065917969
76561199787138719,tzk__fps,48.32568359375
76561199120789218,Bitwise,48.3677101135254
76561198049199703,ChefShadow94,48.6580963134766
76561198001552703,sejusenpai,48.9875259399414
76561198928346484,meganuke22,49.2193946838379
76561199190396500,NoreVL,49.2276077270508
76561199869518481,jdeshone,49.4997596740723
76561198037229753,LastData,49.6371078491211
76561199085182502,Marina,50.1564788818359
76561199651799021,Xexend,50.5930976867676
76561199347921777,Mima01a,51.043529510498
