SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198008859132,Lazy_Echidna,42.80265,26005,3004,22001
76561198072912743,Lynhardt,44.19864,6000,1006,22004
76561198003528539,Orange Sheets,45.95396,23000,1002,28000
76561199247569114,[CTRL] MaxVerstappen9768,46.76901,36000000,3006,23010
76561198416322737,BOMBO,47.39491,1100,1002,6200
76561199366940380,Clowny,49.01284,45000,1006,2021
76561198171003110,[           ],49.58949,26000000,4001,22000
