SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198050792757,justMaki,39.99051,1000,1000,1000
76561198974231691,agix,40.25564,1000,1000,1000
76561198205579857,Linzi,40.2996,1000,1000,1000
76561198008859132,[TOG]Lazy_Echidna,40.35735,1000,1000,1000
76561198001387193,[CHR]Warsnac,40.36285,1000,1000,1000
76561199230094250,Naomi,40.37274,1000,1000,1000
76561198851912263,Lexer,40.39902,1000,1000,1000
76561198896246339,RoundNzt,40.43047,1000,1000,1000
76561199208124083,[ZET] rtyyyyb,40.48708,1000,1000,1000
76561197980151170,Shadynook,40.64894,1000,1000,1000
76561197989028539,Diabler,40.65779,1000,1000,1000
76561198047403251,St Nicholas,40.69386,1000,1000,1000
76561198991002114,Sir Ragdollot,40.85907,1000,1000,1000
76561198031919228,Akane,40.87555,1000,1000,1000
76561199521440061,[BEAR] An actual Bear,40.89589,1000,1000,1000
76561199278221929,icRS,41.07048,1000,1000,1000
76561198046077557,maxie12,41.11157,1000,1000,1000
76561198314320065,DeeDeeNaNaNa,41.13251,1000,1000,1000
76561198259463003,R0nanC,41.1829,1000,1000,1000
76561198003528539,Orange Sheets,41.29397,1000,1000,1000
76561198932043314,[ZMS] Metalted,41.31259,1000,1000,1000
76561197997447955,lordarnoud,41.38655,1000,1000,1000
76561198428660617,BB_Benji,41.45387,1000,1000,1000
76561198988960546,F1Y1NGDUTCHM8N,41.50858,1000,1000,1000
76561197996376845,Arder,41.58003,1000,1000,1000
76561198130056087,Amystika,41.98261,1000,1000,1000
76561198076209946,maskeddog,42.08668,1000,1000,1000
76561198068885599,[Bunn]Spuzzle,42.32406,1000,1000,1000
76561198846673916,Matic_D,42.38379,1000,1000,1000
76561198373362263,[ZEEP]ta56637,43.28216,1000,1000,1000
76561197972506419,[ZEEP] the_overlord,43.28971,1000,1000,1000
76561198823854710,Alaskaman79,43.47179,1000,1000,1000
76561199115775231,solarsandile,43.48161,1000,1000,1000
76561199180150756,GearworkDragon,43.8481,1000,1000,1000
76561198189604277,ChampSummers,44.55795,1000,1000,1000
76561199150086335,[ZET]toast,45.24953,1000,1000,1000
76561198919273568,potato frog,46.8083,1000,1000,1000
