SteamId,Username,Time
76561198149636594,[KURK] Quickracer10,45.7269554138184
76561198050792757,justMaki,45.752025604248
76561198049803270,Orthros,45.8624000549316
76561198851912263,Lexer,46.1381797790527
76561199129302746,brrryy,46.1465530395508
76561198125435428,JobW,46.2091674804688
76561198974231691,agix,46.2106056213379
76561197989028539,Diabler,46.4266204833984
76561198842622746,[CTR]Beans,46.5080718994141
76561198040861578,wunderBarr,46.5148811340332
76561198083300332,K410K3N,46.5374870300293
76561198364662649,[TTR]Heart-TGV,46.6927947998047
76561198091849339,Hi Im Yolo,46.8122978210449
76561198082490487,M4rv,46.8501281738281
76561198056113005,[BAP]SixSixSevenSeven,46.8698539733887
76561198047403251,St Nicholas,46.8768157958984
76561198314320065,[CSC] DeeDeeNaNaNa,46.889331817627
76561197980151170,[CSC] Shadynook,47.0182800292969
76561199187327002,Tommygaming,47.0228042602539
76561197997929590,Gimpel,47.0642585754395
76561197963702040,[RB]Chinpokomon,47.1827087402344
76561199602234412,MetalCJ,47.1846656799316
76561198031919228,Akane,47.2322082519531
76561198031026580,WotterBytes,47.2329444885254
76561198027169155,DeiRex,47.3756141662598
76561198076209946,[ZET]maskeddog,47.4677314758301
76561198096236961,koz,47.6663436889648
76561197996376845,Arder,47.9744300842285
76561199186342067,PlusMicron,48.0761833190918
76561198079035062,Ethan,48.1402206420898
76561198046718407,kotosy,48.2179069519043
76561198102906572,lucanakin,48.4858016967773
76561198930740747,who did it,48.7134628295898
76561199869518481,jdeshone,48.7711448669434
76561199210216294,spaps,48.7716827392578
76561199282497311,groovy,48.8090591430664
76561198020803552,Sven,48.9114036560059
76561198050905081,lost in trees,48.9862518310547
76561199793990443,Purplestar,49.0189895629883
76561198799636570,The hotdogman,49.9592018127441
76561199756332058,GoBigGoHotWheels,51.2236747741699
76561198028374360,Aust,51.571605682373
76561198201628170,imagineaclevernamehere,51.9359130859375
76561198393440637,MariusS.F,52.1161575317383
76561199347921777,Mima01a,53.2359924316406
