SteamId,Username,Time
76561198896246339,RoundNzt,55.7438621520996
76561198050792757,justMaki,55.9883804321289
76561198851912263,[SEA] Lexer,56.2266426086426
76561198159073318,GuAlexItar,56.7894020080566
76561198314320065,DeeDeeNaNaNa,56.8437614440918
76561198253679880,PandaMane,56.9268646240234
76561198040861578,wunderBarr,57.0581283569336
76561198049803270,Orthros,57.1396141052246
76561197989028539,Diabler,57.365119934082
76561198001387193,[maki]Warsnac,57.6301612854004
76561199109206781,ping,57.698600769043
76561198047403251,St Nicholas,57.7669639587402
76561198181691229,redal,57.809326171875
76561199187327002,Tommygaming,57.8501510620117
76561198083300332,[20x]K410K3N,58.1045188903809
76561199842604096,Dartho Mas,58.1583862304688
76561197997929590,Gimpel,58.1672782897949
76561198256811489,Joe Beidl,58.5187644958496
76561199186342067,PlusMicron,58.8059234619141
76561199589394762,jofk2415,58.872184753418
76561198213715297,stindt,58.9225578308105
76561198043268277,A Broken Forklift,58.9705810546875
76561197996376845,Arder,59.0364723205566
76561198259463003,R0nanC,59.3063735961914
76561198056113005,SixSixSevenSeven,59.5158576965332
76561198846673916,Matic_D,59.6152648925781
76561198136572067,Tudge Boat,59.7248954772949
76561198126038296,Noxitu,59.8403244018555
76561198076209946,maskeddog,59.8642120361328
76561199018156733,Neon_King2,60.0420989990234
76561198299114586,gilgool,60.0974502563477
76561198102906572,lucanakin,60.296085357666
76561198027169155,DeiRex,60.3640098571777
76561198031919228,Akane,60.485107421875
76561198020578451,thelolrus,61.6081771850586
76561198046718407,kotosy,64.2079544067383
76561199869518481,jdeshone,64.4499893188477
76561199347921777,Mima01a,68.1465225219727
76561197988851299,Don_E [GER],71.0069351196289
