SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198896246339,RoundNzt,66.86288
76561198050792757,justMaki,66.88627
76561198974231691,agix,66.91642
76561198047403251,St Nicholas,66.92522
76561198078203272,[PTSD]Psycho No. 7,67.00049
76561197995534351,Kaiser64,67.15226
76561198851912263,Lexer,67.26009
76561197980151170,Shadynook,67.36162
76561199187327002,[TG]Tommygaming5132,67.51188
76561199112560691,BaasBallas,67.5197
76561198047054140,Arepuz,67.57507
76561198314320065,DeeDeeNaNaNa,67.67495
76561197996376845,Arder,68.0671
76561197970830160,Cactushead,68.13081
76561198932043314,[ZMS] Metalted,68.1397
76561198091849339,Hi Im Yolo,68.31618
76561198027169155,DeiRex,68.50836
76561198003528539,Orange Sheets,68.52313
76561198109881901,Kabs666,69.00312
76561198046077557,maxie12,69.45498
76561198031919228,Akane,69.49329
76561198076209946,maskeddog,69.57357
76561198091994639,cookie,69.75854
76561198079035062,Wortelstok,70.13444
76561198145593530,DragonAether,70.168
76561199017470641,Curbs,72.19797
76561199137231373,RAINB0W_N00B,74.27972
76561198204736672,Atris Hayport,74.43465
76561198124101258,0Davgi0,74.54704
