SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198050792757,justMaki,50.32277
76561198078203272,[PTSD]Psycho No. 7,50.9919
76561198974231691,agix,51.32349
76561198851912263,Lexer,51.58572
76561198027169155,DeiRex,51.99792
76561198932043314,[ZMS] Metalted,52.00051
76561197995534351,Kaiser64,52.03374
76561198896246339,RoundNzt,52.08429
76561198047054140,Arepuz,52.92197
76561198314320065,DeeDeeNaNaNa,53.20386
76561197980151170,Shadynook,53.4898
76561199112560691,BaasBallas,53.55824
76561199187327002,[TG]Tommygaming5132,54.22455
76561198047403251,St Nicholas,54.34228
76561198046077557,maxie12,54.39272
76561197996376845,Arder,54.44838
76561198031919228,Akane,54.67828
76561199135775747,[TBD] Renergy,55.38002
76561198076209946,maskeddog,55.63268
76561197997866088,Pilaf,56.84257
76561197970830160,Cactushead,56.87829
76561198003528539,Orange Sheets,57.08053
76561198823854710,Alaskaman79,57.45592
76561198091849339,Hi Im Yolo,57.71014
76561198109881901,Kabs666,58.31295
76561197979708930,Thorn,58.63363
76561198201628170,imagineaclevernamehere,74.06317
76561199135448062,dinolenni,76.45127
76561199589394762,jofk2415,76.98248
76561197970359846,Vairish,81.51373
