SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198050792757,justMaki,47.30912
76561198314320065,DeeDeeNaNaNa,47.87596
76561198078203272,[PTSD]Psycho No. 7,47.88857
76561198974231691,agix,48.45411
76561197995534351,Kaiser64,48.46555
76561198932043314,[ZMS] Metalted,48.5262
76561198851912263,Lexer,48.73437
76561198047403251,St Nicholas,48.74234
76561199135775747,[TBD] Renergy,48.88887
76561198896246339,RoundNzt,49.12513
76561197980151170,Shadynook,49.48428
76561198046077557,maxie12,49.50711
76561198091849339,Hi Im Yolo,49.64153
76561199112560691,BaasBallas,49.66891
76561198357638671,[TOET] Murrl,49.69677
76561198003528539,Orange Sheets,50.45421
76561197996376845,Arder,50.75775
76561198027169155,DeiRex,51.82654
76561197970830160,Cactushead,51.87036
76561198988960546,F1Y1NGDUTCHM8N,52.20024
76561198031919228,Akane,52.69082
76561198076209946,maskeddog,54.02818
76561198109881901,Kabs666,56.03574
76561199589394762,jofk2415,61.42411
76561199002191313,Goopyy22,62.51479
