SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198052077385,schmxrg,60.4337
76561199024808939,[CTR]Kernkob,60.67636
76561198253679880,PandaMane,60.73234
76561199027567424,[CTR]Hydro,60.73558
76561198416930050,[oops] Wombat!,60.8261
76561198131756122,FINSTER83,61.25191
76561198008859132,[TOG]Lazy_Echidna,61.55618
76561199051019898,Mr. Hubub,61.55983
76561197963702040,[RB]Chinpokomon,62.25388
76561198082960657,FlamingSquid,63.09525
76561198118195123,GandalfSyrup,64.62731
76561198131493031,Azrael,68.69798
76561198144551155,Termite,74.66616
76561198047172221,Some hats!!,87.13309
