SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198050792757,justMaki,55.51715
76561198078203272,[PTSD]Psycho No. 7,55.78351
76561198896246339,RoundNzt,55.80259
76561198851912263,Lexer,56.42625
76561198047403251,St Nicholas,56.45696
76561198974231691,agix,56.74858
76561197995534351,Kaiser64,56.87594
76561198042873074,krisu,57.08436
76561198846673916,Matic_D,57.28257
76561198027169155,DeiRex,57.48832
76561198314320065,DeeDeeNaNaNa,57.58092
76561197996376845,Arder,57.64597
76561197980151170,Shadynook,57.70113
76561198359568548,Kodiak,57.7442
76561198932043314,[ZMS] Metalted,57.81013
76561197970830160,Cactushead,57.85798
76561198091849339,Hi Im Yolo,57.86528
76561198046077557,maxie12,57.92715
76561198208927760,Miner_vdv,58.07021
76561198031919228,Akane,58.13221
76561198865432343,Mack cheesy gaming,58.26571
76561198022768193,Kallrobin,58.36396
76561199112560691,BaasBallas,58.38087
76561198003528539,Orange Sheets,58.38595
76561198199592458,Haydebro Gaming,58.71451
76561198109881901,Kabs666,58.94065
76561198859779487,synrg,59.06023
76561198076209946,maskeddog,59.22539
76561198091994639,cookie,59.23875
76561198046050227,BlackRainWillow,59.27563
76561198445653953,TVB,59.57023
76561198032122112,Baul Plart,59.62088
76561198437210711,azebramoomoo,60.40682
76561198089108680,[Z123] junkabroad,60.94904
76561198830111144,Zypher_Cat,61.05526
76561199589394762,jofk2415,61.49928
76561199103903293,connerjames555232,61.67419
76561198919273568,potato frog,61.73661
76561198124101258,0Davgi0,65.09068
76561197968173814,xor,69.17595
76561199651799021,[MIU] balogan75,72.61455
76561197971202387,Mattya25,76.32231
