SteamId,Username,Time
76561198052077385,schmxrg,38.2278289794922
76561197991251753,[CTR]Mortishade,38.5060768127441
76561198178190613,magical,38.5787162780762
76561198416930050,Wombat!,38.6531753540039
76561199051019898,Mr. Hubub,39.2129669189453
76561198021974488,NathWalt,39.2178955078125
76561198335037968,A2 Zecklord,39.2189521789551
76561198115857790,Andrei,39.3389053344727
76561198364662649,Heart-TGV,39.3895149230957
76561198157436732,variableferret,39.4973945617676
76561198159073318,GuAlexItar,39.6697425842285
76561198000593151,Triton,39.9632148742676
76561198253561586,broscolotos,40.1243629455566
76561198369128224,rose,40.1361503601074
76561199129302746,brrryy,40.3523712158203
76561198115930842,Swords,40.3581962585449
76561198847191844,Meowbee,40.389461517334
76561198082960657,FlamingSquid,41.0756683349609
76561198253024698,kiling_u_softly,43.3523750305176
76561198975333096,Spaceranger,43.6395454406738
76561199282497311,groovy,43.9726219177246
