SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198052077385,schmxrg,43.68985
76561199024808939,[CTR]Kernkob,43.81437
76561198067925412,AndMe16,43.93283
76561198253679880,PandaMane,44.02078
76561198047403251,St Nicholas,44.40223
76561198030296976,[Fae]Kyn,44.42085
76561197999431502,[HRR] readfreak7,44.50792
76561198865432343,[lazy]MackCheesy,44.70685
76561198082960657,FlamingSquid,44.86185
76561198314320065,DeeDeeNaNaNa,45.73393
76561197964495214,mythorchid,46.19536
76561197963702040,[RB]Chinpokomon,46.28226
76561198144551155,Termite,47.48725
76561198128625144,[SLOW]I_GrimlockSMASH,64.99223
