SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198052077385,schmxrg,37.26507
76561199024808939,[CTR]Kernkob,37.34208
76561198030296976,[Fae]Kyn,37.4521
76561198253679880,PandaMane,37.5071
76561198067925412,AndMe16,37.92516
76561198082960657,FlamingSquid,38.35423
76561198047403251,St Nicholas,38.60726
76561198865432343,[lazy]MackCheesy,39.45445
76561198314320065,DeeDeeNaNaNa,40.08147
76561198992151950,[lazy] lazytuff,40.53254
76561198144551155,Termite,45.23022
76561197963702040,[RB]Chinpokomon,76.2877
