SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561199024808939,[CTR]Kernkob,55.19611
76561198253679880,PandaMane,55.75987
76561198052077385,schmxrg,56.19077
76561198067925412,AndMe16,56.29899
76561198030296976,[Fae]Kyn,56.40052
76561198047403251,St Nicholas,57.75133
76561198082960657,FlamingSquid,58.10945
76561198865432343,[lazy]MackCheesy,1.00.44487
76561198144551155,Termite,1.03.94169
76561197963702040,[RB]Chinpokomon,1.06.42787



