SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198052077385,schmxrg,46.02423
76561199024808939,[CTR]Kernkob,46.58015
76561198067925412,AndMe16,46.79151
76561198253679880,PandaMane,46.94889
76561198030296976,[Fae]Kyn,47.58112
76561197995534351,Kaiser64,47.59435
76561198082960657,FlamingSquid,47.75997
76561198047403251,St Nicholas,47.86749
76561198043217796,Berry,48.13411
76561198314320065,DeeDeeNaNaNa,48.22437
76561198865432343,[lazy]MackCheesy,48.23822
76561197963702040,[RB]Chinpokomon,50.14739
76561198144551155,Termite,52.83194
