SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198050792757,justMaki,54.92999
76561198149636594,Quickracer10,55.1429
76561198145132822,cgwheeler96,55.19131
76561197996872205,Erko,55.4051
76561198974231691,agix,55.46791
76561197989028539,Diabler,55.48067
76561198932043314,[ZMS] Metalted,55.55465
76561199208124083,[TBD] rtyyyyb,55.62561
76561198047403251,St Nicholas,55.96534
76561198104669751,buppo,56.08388
76561199187327002,[TG]Tommygaming5132,56.32708
76561198031919228,Akane,57.05277
76561197980151170,Shadynook,57.57368
76561198076209946,maskeddog,57.607
76561197996376845,Arder,58.74543
76561198208927760,Miner_vdv,59.0968
