SteamId,Username,Time,ZeepkistId,ColorId,HatId
76561198050792757,justMaki,42.19025
76561199208124083,[TBD] rtyyyyb,42.59251
76561198149636594,Quickracer10,43.42324
76561199135775747,[TBD] Renergy,43.4999
76561198974231691,agix,43.63035
76561198047403251,St Nicholas,43.82711
76561199187327002,[TG]Tommygaming5132,44.22125
76561198932043314,[ZMS] Metalted,44.44601
76561197980151170,Shadynook,44.53434
76561199013878222,JayTheGamer,44.856
76561198031919228,Akane,45.55926
76561197989028539,Diabler,45.7183
76561198155560837,snflwr,45.82588
76561198091994639,cookie,45.88803
76561198122894680,Waaksaam,46.604
76561198145132822,cgwheeler96,46.68317
76561198076209946,maskeddog,46.7308
76561198072185237,Nails,46.9871
76561197972506419,[ZEEP] the_overlord,47.12413
76561197996376845,Arder,47.71302
76561198044604220,SQU4DDL3R,47.82703
76561198056901817,(..)Mercy,48.13175
76561198378599589,BitPolygon,48.38071
76561198430273427,Redstonecraft99,49.08045
76561199589394762,jofk2415,50.28034
76561199066573688,Erik,50.72205
76561199378866302,[IZB] Ploddip,57.07924
76561198851912263,Lexer,415.5001
